epoch,timestamp,algorithm,vm_count,active_pm,energy_wh,sla_violations,sla_rate,avg_cpu,peak_cpu,migrations
40,1378615800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
41,1378616100,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,2
42,1378616400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
43,1378616700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
44,1378617000,Standard_HO,7,2,1424.9924,0,0.0000,0.0023,0.0029,7
45,1378617300,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,2
46,1378617600,Standard_HO,7,2,1424.9509,0,0.0000,0.0021,0.0027,6
47,1378617900,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,2
48,1378618200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
49,1378618500,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,2
50,1378618800,Standard_HO,7,2,1424.9924,0,0.0000,0.0023,0.0029,7
51,1378619100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
52,1378619400,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,2
53,1378619700,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,2
54,1378620000,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
55,1378620300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
56,1378620600,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,7
57,1378620900,Standard_HO,7,2,1424.9776,0,0.0000,0.0022,0.0028,5
58,1378621200,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
59,1378621500,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,5
60,1378621800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,5
61,1378622100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
62,1378622400,Standard_HO,7,2,1424.9924,0,0.0000,0.0023,0.0029,2
63,1378622700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
64,1378623000,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
65,1378623300,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,7
66,1378623600,Standard_HO,7,2,1424.9538,0,0.0000,0.0022,0.0027,7
67,1378623900,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
68,1378624200,Standard_HO,7,2,1424.9924,0,0.0000,0.0023,0.0029,7
69,1378624500,Standard_HO,7,2,1424.9657,0,0.0000,0.0022,0.0028,7
70,1378624800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
71,1378625100,Standard_HO,7,2,1424.9805,0,0.0000,0.0022,0.0028,7
72,1378625400,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
73,1378625700,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
74,1378626000,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,7
75,1378626300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
76,1378626600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
77,1378626900,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,7
78,1378627200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
79,1378627500,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,5
80,1378627800,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,7
81,1378628100,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,2
82,1378628400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
83,1378628700,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,5
84,1378629000,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
85,1378629300,Standard_HO,7,2,1424.9509,0,0.0000,0.0021,0.0027,7
86,1378629600,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,5
87,1378629900,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,5
88,1378630200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,5
89,1378630500,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,2
90,1378630800,Standard_HO,7,2,1424.9568,0,0.0000,0.0022,0.0027,2
91,1378631100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
92,1378631400,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,7
93,1378631700,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
94,1378632000,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
95,1378632300,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,2
96,1378632600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,0
97,1378632900,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
98,1378633200,Standard_HO,7,2,1425.0168,0,0.0000,0.0029,0.0035,7
99,1378633500,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
100,1378633800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
101,1378634100,Standard_HO,7,2,1425.0134,0,0.0000,0.0029,0.0035,7
102,1378634400,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
103,1378634700,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
104,1378635000,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,3
105,1378635300,Standard_HO,7,2,1424.9895,0,0.0000,0.0027,0.0033,7
106,1378635600,Standard_HO,7,2,1424.9568,0,0.0000,0.0022,0.0027,7
107,1378635900,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,7
108,1378636200,Standard_HO,7,2,1424.9895,0,0.0000,0.0027,0.0033,4
109,1378636500,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,3
110,1378636800,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,7
111,1378637100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
112,1378637400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
113,1378637700,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,2
114,1378638000,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
115,1378638300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
116,1378638600,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,4
117,1378638900,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
118,1378639200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
119,1378639500,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,7
120,1378639800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
121,1378640100,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
122,1378640400,Standard_HO,7,2,1424.9805,0,0.0000,0.0022,0.0028,0
123,1378640700,Standard_HO,7,2,1425.0605,0,0.0000,0.0025,0.0033,2
124,1378641000,Standard_HO,7,2,1424.9929,0,0.0000,0.0028,0.0033,7
125,1378641300,Standard_HO,7,2,1424.9894,0,0.0000,0.0023,0.0029,7
126,1378641600,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,6
127,1378641900,Standard_HO,7,2,1424.9538,0,0.0000,0.0022,0.0027,7
128,1378642200,Standard_HO,7,2,1424.9776,0,0.0000,0.0022,0.0028,7
129,1378642500,Standard_HO,7,2,1424.9963,0,0.0000,0.0028,0.0033,7
130,1378642800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,4
131,1378643100,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,4
132,1378643400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
133,1378643700,Standard_HO,7,2,1424.9827,0,0.0000,0.0027,0.0032,7
134,1378644000,Standard_HO,7,2,1425.0168,0,0.0000,0.0029,0.0035,7
135,1378644300,Standard_HO,7,2,1424.9948,0,0.0000,0.0028,0.0034,7
136,1378644600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
137,1378644900,Standard_HO,7,2,1425.0270,0,0.0000,0.0029,0.0036,3
138,1378645200,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,3
139,1378645500,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,4
140,1378645800,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,3
141,1378646100,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,5
142,1378646400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,5
143,1378646700,Standard_HO,7,2,1425.0236,0,0.0000,0.0029,0.0036,6
144,1378647000,Standard_HO,7,2,1424.9657,0,0.0000,0.0022,0.0028,7
145,1378647300,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,4
146,1378647600,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,7
147,1378647900,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
148,1378648200,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,4
149,1378648500,Standard_HO,7,2,1425.0236,0,0.0000,0.0029,0.0036,7
150,1378648800,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
151,1378649100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,4
152,1378649400,Standard_HO,7,2,1425.0100,0,0.0000,0.0028,0.0035,7
153,1378649700,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,7
154,1378650000,Standard_HO,7,2,1424.9657,0,0.0000,0.0022,0.0028,7
155,1378650300,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,2
156,1378650600,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
157,1378650900,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,4
158,1378651200,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,7
159,1378651500,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,6
160,1378651800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
161,1378652100,Standard_HO,7,2,1425.0065,0,0.0000,0.0028,0.0034,4
162,1378652400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,4
163,1378652700,Standard_HO,7,2,1424.9568,0,0.0000,0.0022,0.0027,2
164,1378653000,Standard_HO,7,2,1425.0270,0,0.0000,0.0029,0.0036,4
165,1378653300,Standard_HO,7,2,1424.9929,0,0.0000,0.0028,0.0033,7
166,1378653600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
167,1378653900,Standard_HO,7,2,1425.0168,0,0.0000,0.0029,0.0035,7
168,1378654200,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,3
169,1378654500,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
170,1378654800,Standard_HO,7,2,1424.9776,0,0.0000,0.0022,0.0028,7
171,1378655100,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
172,1378655400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
173,1378655700,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,7
174,1378656000,Standard_HO,7,2,1424.9895,0,0.0000,0.0027,0.0033,7
175,1378656300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,4
176,1378656600,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,7
177,1378656900,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,7
178,1378657200,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,2
179,1378657500,Standard_HO,7,2,1424.9776,0,0.0000,0.0022,0.0028,7
180,1378657800,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,6
181,1378658100,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
182,1378658400,Standard_HO,7,2,1425.0168,0,0.0000,0.0029,0.0035,7
183,1378658700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
184,1378659000,Standard_HO,7,2,1424.9657,0,0.0000,0.0022,0.0028,7
185,1378659300,Standard_HO,7,2,1425.0100,0,0.0000,0.0028,0.0035,6
186,1378659600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
187,1378659900,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
188,1378660200,Standard_HO,7,2,1425.0202,0,0.0000,0.0029,0.0035,4
189,1378660500,Standard_HO,7,2,1424.9657,0,0.0000,0.0022,0.0028,4
190,1378660800,Standard_HO,7,2,1424.9538,0,0.0000,0.0022,0.0027,7
191,1378661100,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,2
192,1378661400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
193,1378661700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
194,1378662000,Standard_HO,7,2,1424.9894,0,0.0000,0.0023,0.0029,7
195,1378662300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
196,1378662600,Standard_HO,7,2,1424.9895,0,0.0000,0.0027,0.0033,7
197,1378662900,Standard_HO,7,2,1425.0304,0,0.0000,0.0030,0.0036,3
198,1378663200,Standard_HO,7,2,1424.9568,0,0.0000,0.0022,0.0027,7
199,1378663500,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
200,1378663800,Standard_HO,7,2,1425.0236,0,0.0000,0.0029,0.0036,7
201,1378664100,Standard_HO,7,2,1424.9716,0,0.0000,0.0022,0.0028,7
202,1378664400,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
203,1378664700,Standard_HO,7,2,1424.9805,0,0.0000,0.0022,0.0028,7
204,1378665000,Standard_HO,7,2,1424.9929,0,0.0000,0.0028,0.0033,7
205,1378665300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
206,1378665600,Standard_HO,7,2,1424.9894,0,0.0000,0.0023,0.0029,4
207,1378665900,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
208,1378666200,Standard_HO,7,2,1424.9538,0,0.0000,0.0022,0.0027,5
209,1378666500,Standard_HO,7,2,1424.9805,0,0.0000,0.0022,0.0028,4
210,1378666800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
211,1378667100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
212,1378667400,Standard_HO,7,2,1425.0168,0,0.0000,0.0029,0.0035,6
213,1378667700,Standard_HO,7,2,1424.9895,0,0.0000,0.0027,0.0033,7
214,1378668000,Standard_HO,7,2,1424.9929,0,0.0000,0.0028,0.0033,3
215,1378668300,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,6
216,1378668600,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
217,1378668900,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
218,1378669200,Standard_HO,7,2,1425.0236,0,0.0000,0.0029,0.0036,7
219,1378669500,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
220,1378669800,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
221,1378670100,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,7
222,1378670400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
223,1378670700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
224,1378671000,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,7
225,1378671300,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,2
226,1378671600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
227,1378671900,Standard_HO,7,2,1425.0100,0,0.0000,0.0028,0.0035,7
228,1378672200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,4
229,1378672500,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
230,1378672800,Standard_HO,7,2,1425.0100,0,0.0000,0.0028,0.0035,7
231,1378673100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,4
232,1378673400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,3
233,1378673700,Standard_HO,7,2,1425.0236,0,0.0000,0.0029,0.0036,4
234,1378674000,Standard_HO,7,2,1424.9657,0,0.0000,0.0022,0.0028,4
235,1378674300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
236,1378674600,Standard_HO,7,2,1424.9924,0,0.0000,0.0023,0.0029,7
237,1378674900,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,2
238,1378675200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
239,1378675500,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,3
240,1378675800,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,7
241,1378676100,Standard_HO,7,2,1424.9716,0,0.0000,0.0022,0.0028,7
242,1378676400,Standard_HO,7,2,1424.9924,0,0.0000,0.0023,0.0029,7
243,1378676700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,0
244,1378677000,Standard_HO,7,2,1424.9746,0,0.0000,0.0022,0.0028,2
245,1378677300,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,7
246,1378677600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,0
247,1378677900,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
248,1378678200,Standard_HO,7,2,1424.9894,0,0.0000,0.0023,0.0029,7
249,1378678500,Standard_HO,7,2,1424.9657,0,0.0000,0.0022,0.0028,2
250,1378678800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
251,1378679100,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,7
252,1378679400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
253,1378679700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
254,1378680000,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,7
255,1378680300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
256,1378680600,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
257,1378680900,Standard_HO,7,2,1425.0134,0,0.0000,0.0029,0.0035,7
258,1378681200,Standard_HO,7,2,1424.9963,0,0.0000,0.0028,0.0033,7
259,1378681500,Standard_HO,7,2,1424.9657,0,0.0000,0.0022,0.0028,4
260,1378681800,Standard_HO,7,2,1425.0134,0,0.0000,0.0029,0.0035,7
261,1378682100,Standard_HO,7,2,1424.9929,0,0.0000,0.0028,0.0033,7
262,1378682400,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
263,1378682700,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,6
264,1378683000,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,2
265,1378683300,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
266,1378683600,Standard_HO,7,2,1425.0134,0,0.0000,0.0029,0.0035,4
267,1378683900,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
268,1378684200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
269,1378684500,Standard_HO,7,2,1424.9924,0,0.0000,0.0023,0.0029,7
270,1378684800,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,5
271,1378685100,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,5
272,1378685400,Standard_HO,7,2,1424.9953,0,0.0000,0.0023,0.0029,0
273,1378685700,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,7
274,1378686000,Standard_HO,7,2,1424.9716,0,0.0000,0.0022,0.0028,7
275,1378686300,Standard_HO,7,2,1425.0134,0,0.0000,0.0029,0.0035,4
276,1378686600,Standard_HO,7,2,1424.9827,0,0.0000,0.0027,0.0032,7
277,1378686900,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
278,1378687200,Standard_HO,7,2,1425.0270,0,0.0000,0.0029,0.0036,4
279,1378687500,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,3
280,1378687800,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,4
281,1378688100,Standard_HO,7,2,1424.9894,0,0.0000,0.0023,0.0029,4
282,1378688400,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,4
283,1378688700,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
284,1378689000,Standard_HO,7,2,1425.0168,0,0.0000,0.0029,0.0035,7
285,1378689300,Standard_HO,7,2,1424.9895,0,0.0000,0.0027,0.0033,7
286,1378689600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
287,1378689900,Standard_HO,7,2,1425.0168,0,0.0000,0.0029,0.0035,7
288,1378690200,Standard_HO,7,2,1424.9861,0,0.0000,0.0027,0.0033,7
289,1378690500,Standard_HO,7,2,1424.9725,0,0.0000,0.0026,0.0032,3
290,1378690800,Standard_HO,7,2,1424.9805,0,0.0000,0.0022,0.0028,7
291,1378691100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
292,1378691400,Standard_HO,7,2,1425.0712,0,0.0000,0.0032,0.0039,4
293,1378691700,Standard_HO,7,2,1425.0270,0,0.0000,0.0029,0.0036,7
294,1378692000,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,4
295,1378692300,Standard_HO,7,2,1424.9568,0,0.0000,0.0022,0.0027,7
296,1378692600,Standard_HO,7,2,1424.9776,0,0.0000,0.0022,0.0028,3
297,1378692900,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,3
298,1378693200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
299,1378693500,Standard_HO,7,2,1424.9805,0,0.0000,0.0022,0.0028,7
300,1378693800,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,2
301,1378694100,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
302,1378694400,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,7
303,1378694700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,5
304,1378695000,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
305,1378695300,Standard_HO,7,2,1424.9835,0,0.0000,0.0022,0.0029,7
306,1378695600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
307,1378695900,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,5
308,1378696200,Standard_HO,7,2,1425.0724,0,0.0000,0.0025,0.0034,5
309,1378696500,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,7
310,1378696800,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
311,1378697100,Standard_HO,7,2,1424.9894,0,0.0000,0.0023,0.0029,2
312,1378697400,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
313,1378697700,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,7
314,1378698000,Standard_HO,7,2,1424.9996,0,0.0000,0.0023,0.0029,7
315,1378698300,Standard_HO,7,2,1424.9627,0,0.0000,0.0022,0.0027,7
316,1378698600,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
317,1378698900,Standard_HO,7,2,1424.9864,0,0.0000,0.0023,0.0029,7
318,1378699200,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,2
319,1378699500,Standard_HO,7,2,1424.9598,0,0.0000,0.0022,0.0027,5
320,1378699800,Standard_HO,7,2,1424.9894,0,0.0000,0.0023,0.0029,7
321,1378700100,Standard_HO,7,2,1424.9687,0,0.0000,0.0022,0.0028,7
322,1378700400,Standard_HO,7,2,1425.0125,0,0.0000,0.0033,0.0049,7
